,Pregunta,Consulta,Tabla,Valores,Categoría
5834,"Contratos de concesión de servicios, resuelto, en Burgos, por encima de 432000€, ¿qué hay?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Burgos' AND expedientes.procurement_project_type_code = 'Concesión de Servicios' AND expedientes.contract_folder_status = 'Resuelto' AND expedientes.total_amount > 432000;,expedientes,"{'tipo': 'Concesión de Servicios', 'estado': 'Resuelto', 'region': 'Burgos', 'cuantia': 432000}",region_tipo_estado_cuantia_superior
5755,Lista todos los contratos de servicios en Comunitat Valenciana que estén anuncio previo y tengan cuantía superior a 560000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Comunitat Valenciana' AND expedientes.procurement_project_type_code = 'Servicios' AND expedientes.contract_folder_status = 'Anuncio Previo' AND expedientes.total_amount > 560000;,expedientes,"{'tipo': 'Servicios', 'region': 'Comunitat Valenciana', 'estado': 'Anuncio Previo', 'cuantia': 560000}",region_tipo_estado_cuantia_superior
5874,"Quiero ver todas las licitaciones de patrimonial en Canarias, con estado anuncio previo, por encima de 193000€.",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Canarias' AND expedientes.procurement_project_type_code = 'Patrimonial' AND expedientes.contract_folder_status = 'Anuncio Previo' AND expedientes.total_amount > 193000;,expedientes,"{'tipo': 'Patrimonial', 'region': 'Canarias', 'estado': 'Anuncio Previo', 'cuantia': 193000}",region_tipo_estado_cuantia_superior
3657,Lista todos los contratos de patrimonial con estado adjudicado de la Comunidad de Madrid.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Comunidad de Madrid' AND expedientes.procurement_project_type_code = 'Patrimonial' AND expedientes.contract_folder_status = 'Adjudicado';,expedientes,"{'tipo': 'Patrimonial', 'estado': 'Adjudicado', 'region': 'Comunidad de Madrid'}",region_tipo_estado
3841,¿Cuántas licitaciones de obras publicado hay disponibles en León?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'León' AND expedientes.procurement_project_type_code = 'Obras' AND expedientes.contract_folder_status = 'Publicado';,expedientes,"{'tipo': 'Obras', 'estado': 'Publicado', 'region': 'León'}",region_tipo_estado
3815,Enseña las licitaciones de concesión de servicios en evaluación registradas en Huesca.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Huesca' AND expedientes.procurement_project_type_code = 'Concesión de Servicios' AND expedientes.contract_folder_status = 'En evaluación';,expedientes,"{'tipo': 'Concesión de Servicios', 'estado': 'En evaluación', 'region': 'Huesca'}",region_tipo_estado
3734,"Contratos de obras en Murcia con estado resuelto, ¿qué hay?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Murcia' AND expedientes.procurement_project_type_code = 'Obras' AND expedientes.contract_folder_status = 'Resuelto';,expedientes,"{'tipo': 'Obras', 'region': 'Murcia', 'estado': 'Resuelto'}",region_tipo_estado
3655,Lista todos los contratos de concesión de servicios en evaluación de Cuenca.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Cuenca' AND expedientes.procurement_project_type_code = 'Concesión de Servicios' AND expedientes.contract_folder_status = 'En evaluación';,expedientes,"{'tipo': 'Concesión de Servicios', 'estado': 'En evaluación', 'region': 'Cuenca'}",region_tipo_estado
3774,Quiero ver todas las licitaciones de patrimonial disponibles en Melilla que estén en anuncio previo.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Melilla' AND expedientes.procurement_project_type_code = 'Patrimonial' AND expedientes.contract_folder_status = 'Anuncio Previo';,expedientes,"{'tipo': 'Patrimonial', 'region': 'Melilla', 'estado': 'Anuncio Previo'}",region_tipo_estado
4007,Lista todos los contratos de suministros en Galicia con cuantía inferior a 832000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Galicia' AND expedientes.procurement_project_type_code = 'Suministros' AND expedientes.total_amount < 832000;,expedientes,"{'tipo': 'Suministros', 'region': 'Galicia', 'cuantia': 832000}",region_tipo_cuantia_inferior
4191,¿Cuántas licitaciones de suministros con cuantía inferior a 838000€ hay disponibles en Málaga?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Málaga' AND expedientes.procurement_project_type_code = 'Suministros' AND expedientes.total_amount < 838000;,expedientes,"{'tipo': 'Suministros', 'cuantia': 838000, 'region': 'Málaga'}",region_tipo_cuantia_inferior
4165,Enseña las licitaciones de tipo privado con cuantía inferior a 353000€ registradas en Bizkaia.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Bizkaia' AND expedientes.procurement_project_type_code = 'Privado' AND expedientes.total_amount < 353000;,expedientes,"{'tipo': 'Privado', 'cuantia': 353000, 'region': 'Bizkaia'}",region_tipo_cuantia_inferior
4084,"Contratos de patrimonial en Lanzarote por debajo de 306000€, ¿qué hay?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Lanzarote' AND expedientes.procurement_project_type_code = 'Patrimonial' AND expedientes.total_amount < 306000;,expedientes,"{'tipo': 'Patrimonial', 'region': 'Lanzarote', 'cuantia': 306000}",region_tipo_cuantia_inferior
4005,Lista todos los contratos de tipo privado en Bizkaia con cuantía inferior a 460000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Bizkaia' AND expedientes.procurement_project_type_code = 'Privado' AND expedientes.total_amount < 460000;,expedientes,"{'tipo': 'Privado', 'region': 'Bizkaia', 'cuantia': 460000}",region_tipo_cuantia_inferior
4124,Quiero ver todas las licitaciones de servicios disponibles en Madrid que estén por debajo de 844000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Madrid' AND expedientes.procurement_project_type_code = 'Servicios' AND expedientes.total_amount < 844000;,expedientes,"{'tipo': 'Servicios', 'region': 'Madrid', 'cuantia': 844000}",region_tipo_cuantia_inferior
4357,Lista todos los contratos de gestión de servicios públicos en La Palma con cuantía superior a 479000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'La Palma' AND expedientes.procurement_project_type_code = 'Gestión de Servicios Públicos' AND expedientes.total_amount > 479000;,expedientes,"{'tipo': 'Gestión de Servicios Públicos', 'region': 'La Palma', 'cuantia': 479000}",region_tipo_cuantia_superior
4541,¿Cuántas licitaciones de servicios con cuantía superior a 464000€ hay disponibles en Extremadura?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Extremadura' AND expedientes.procurement_project_type_code = 'Servicios' AND expedientes.total_amount > 464000;,expedientes,"{'tipo': 'Servicios', 'cuantia': 464000, 'region': 'Extremadura'}",region_tipo_cuantia_superior
4515,Enseña las licitaciones de suministros con cuantía superior a 24000€ registradas en Albacete.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Albacete' AND expedientes.procurement_project_type_code = 'Suministros' AND expedientes.total_amount > 24000;,expedientes,"{'tipo': 'Suministros', 'cuantia': 24000, 'region': 'Albacete'}",region_tipo_cuantia_superior
4434,"Contratos de servicios en Segovia por encima de 33000€, ¿qué hay?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Segovia' AND expedientes.procurement_project_type_code = 'Servicios' AND expedientes.total_amount > 33000;,expedientes,"{'tipo': 'Servicios', 'region': 'Segovia', 'cuantia': 33000}",region_tipo_cuantia_superior
4355,Lista todos los contratos de obras en Galicia con cuantía superior a 752000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Galicia' AND expedientes.procurement_project_type_code = 'Obras' AND expedientes.total_amount > 752000;,expedientes,"{'tipo': 'Obras', 'region': 'Galicia', 'cuantia': 752000}",region_tipo_cuantia_superior
4474,Quiero ver todas las licitaciones de concesión de servicios disponibles en Castilla-La Mancha que estén por encima de 315000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Castilla-La Mancha' AND expedientes.procurement_project_type_code = 'Concesión de Servicios' AND expedientes.total_amount > 315000;,expedientes,"{'tipo': 'Concesión de Servicios', 'region': 'Castilla-La Mancha', 'cuantia': 315000}",region_tipo_cuantia_superior
4707,Lista todos los contratos de Soria que estén resueltos y tengan cuantía inferior a 359000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Soria' AND expedientes.contract_folder_status = 'Resuelto' AND expedientes.total_amount < 359000;,expedientes,"{'region': 'Soria', 'estado': 'Resuelto', 'cuantia': 359000}",region_estado_cuantia_inferior
4891,¿Cuántas licitaciones adjudicado hay con cuantía inferior a 490000€ en Ciudad de Ceuta?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Ciudad de Ceuta' AND expedientes.contract_folder_status = 'Adjudicado' AND expedientes.total_amount < 490000;,expedientes,"{'estado': 'Adjudicado', 'cuantia': 490000, 'region': 'Ciudad de Ceuta'}",region_estado_cuantia_inferior
4865,Enseña las licitaciones con estado anuncio previo y cuantía inferior a 562000€ registradas en Extremadura.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Extremadura' AND expedientes.contract_folder_status = 'Anuncio Previo' AND expedientes.total_amount < 562000;,expedientes,"{'estado': 'Anuncio Previo', 'cuantia': 562000, 'region': 'Extremadura'}",region_estado_cuantia_inferior
4784,"Contratos adjudicado en Burgos, por debajo de 992000€, ¿qué hay?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Burgos' AND expedientes.contract_folder_status = 'Adjudicado' AND expedientes.total_amount < 992000;,expedientes,"{'estado': 'Adjudicado', 'region': 'Burgos', 'cuantia': 992000}",region_estado_cuantia_inferior
4705,Lista todos los contratos de Illes Balears que estén adjudicados y tengan cuantía inferior a 978000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Illes Balears' AND expedientes.contract_folder_status = 'Adjudicado' AND expedientes.total_amount < 978000;,expedientes,"{'region': 'Illes Balears', 'estado': 'Adjudicado', 'cuantia': 978000}",region_estado_cuantia_inferior
4824,"Quiero ver todas las licitaciones disponibles en Cataluña, con estado anuncio previo, por debajo de 520000€.",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Cataluña' AND expedientes.contract_folder_status = 'Anuncio Previo' AND expedientes.total_amount < 520000;,expedientes,"{'region': 'Cataluña', 'estado': 'Anuncio Previo', 'cuantia': 520000}",region_estado_cuantia_inferior
5057,Lista todos los contratos de Murcia que estén adjudicados y tengan cuantía superior a 730000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Murcia' AND expedientes.contract_folder_status = 'Adjudicado' AND expedientes.total_amount > 730000;,expedientes,"{'region': 'Murcia', 'estado': 'Adjudicado', 'cuantia': 730000}",region_estado_cuantia_superior
5241,¿Cuántas licitaciones publicadas hay con cuantía superior a 24000€ en Girona?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Girona' AND expedientes.contract_folder_status = 'Publicado' AND expedientes.total_amount > 24000;,expedientes,"{'estado': 'Publicado', 'cuantia': 24000, 'region': 'Girona'}",region_estado_cuantia_superior
5215,Enseña las licitaciones con estado adjudicado y cuantía superior a 24000€ registradas en Segovia.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Segovia' AND expedientes.contract_folder_status = 'Adjudicado' AND expedientes.total_amount > 24000;,expedientes,"{'estado': 'Adjudicado', 'cuantia': 24000, 'region': 'Segovia'}",region_estado_cuantia_superior
5134,"Contratos adjudicados en Salamanca, por encima de 842000€, ¿qué hay?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Salamanca' AND expedientes.contract_folder_status = 'Adjudicado' AND expedientes.total_amount > 842000;,expedientes,"{'estado': 'Adjudicado', 'region': 'Salamanca', 'cuantia': 842000}",region_estado_cuantia_superior
5055,Lista todos los contratos de Ciudad Real que estén en anuncio previo y tengan cuantía superior a 530000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Ciudad Real' AND expedientes.contract_folder_status = 'Anuncio Previo' AND expedientes.total_amount > 530000;,expedientes,"{'region': 'Ciudad Real', 'estado': 'Anuncio Previo', 'cuantia': 530000}",region_estado_cuantia_superior
5174,"Quiero ver todas las licitaciones disponibles en Murcia, con estado en evaluación, por encima de 194000€.",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Murcia' AND expedientes.contract_folder_status = 'En evaluación' AND expedientes.total_amount > 194000;,expedientes,"{'region': 'Murcia', 'estado': 'En evaluación', 'cuantia': 194000}",region_estado_cuantia_superior
5407,Lista todos los contratos de tipo privado en Mallorca que estén adjudicados y tengan cuantía inferior a 206000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Mallorca' AND expedientes.procurement_project_type_code = 'Privado' AND expedientes.contract_folder_status = 'Adjudicado' AND expedientes.total_amount < 206000;,expedientes,"{'tipo': 'Privado', 'region': 'Mallorca', 'estado': 'Adjudicado', 'cuantia': 206000}",region_tipo_estado_cuantia_inferior
5591,"¿Cuántas licitaciones de obras, resueltas, con cuantía inferior a 432000€ hay disponibles en Burgos?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Burgos' AND expedientes.procurement_project_type_code = 'Obras' AND expedientes.contract_folder_status = 'Resuelto' AND expedientes.total_amount < 432000;,expedientes,"{'tipo': 'Obras', 'estado': 'Resuelto', 'cuantia': 432000, 'region': 'Burgos'}",region_tipo_estado_cuantia_inferior
5565,"Enseña las licitaciones de gestión de servicios públicos, adjudicado, con cuantía inferior a 354000€ registradas en Sevilla.",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Sevilla' AND expedientes.procurement_project_type_code = 'Gestión de Servicios Públicos' AND expedientes.contract_folder_status = 'Adjudicado' AND expedientes.total_amount < 354000;,expedientes,"{'tipo': 'Gestión de Servicios Públicos', 'estado': 'Adjudicado', 'cuantia': 354000, 'region': 'Sevilla'}",region_tipo_estado_cuantia_inferior
5484,"Contratos de servicios, anuncio previo, en Almería, por debajo de 274000€, ¿qué hay?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Almería' AND expedientes.procurement_project_type_code = 'Servicios' AND expedientes.contract_folder_status = 'Anuncio Previo' AND expedientes.total_amount < 274000;,expedientes,"{'tipo': 'Servicios', 'estado': 'Anuncio Previo', 'region': 'Almería', 'cuantia': 274000}",region_tipo_estado_cuantia_inferior
5405,Lista todos los contratos de obras en Teruel que estén adjudicados y tengan cuantía inferior a 24000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Teruel' AND expedientes.procurement_project_type_code = 'Obras' AND expedientes.contract_folder_status = 'Adjudicado' AND expedientes.total_amount < 24000;,expedientes,"{'tipo': 'Obras', 'region': 'Teruel', 'estado': 'Adjudicado', 'cuantia': 24000}",region_tipo_estado_cuantia_inferior
5524,"Quiero ver todas las licitaciones de obras en Comunidad Foral de Navarra, con estado en evaluación, por debajo de 884000€.",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif JOIN regiones ON entidades.party_subentity_code = regiones.country_subentity_code WHERE regiones.country_subentity_name = 'Comunidad Foral de Navarra' AND expedientes.procurement_project_type_code = 'Obras' AND expedientes.contract_folder_status = 'En evaluación' AND expedientes.total_amount < 884000;,expedientes,"{'tipo': 'Obras', 'region': 'Comunidad Foral de Navarra', 'estado': 'En evaluación', 'cuantia': 884000}",region_tipo_estado_cuantia_inferior
12057,Lista todos los contratos en estado adjudicado que superen los 63000€.,SELECT * FROM expedientes WHERE contract_folder_status = 'Adjudicado' AND total_amount > 63000;,expedientes,"{'estado': 'Adjudicado', 'cuantia': 63000}",estado_cuantia_superior
12241,¿Cuántas licitaciones adjudicadas hay disponibles con cuantía superior a 464000€?,SELECT * FROM expedientes WHERE contract_folder_status = 'Adjudicado' AND total_amount > 464000;,expedientes,"{'estado': 'Adjudicado', 'cuantia': 464000}",estado_cuantia_superior
12215,Enseña las licitaciones adjudicadas con costes superiores a 722000€.,SELECT * FROM expedientes WHERE contract_folder_status = 'Adjudicado' AND total_amount > 722000;,expedientes,"{'estado': 'Adjudicado', 'cuantia': 722000}",estado_cuantia_superior
12134,"Contratos en anuncio previo sobre 959000€, ¿qué opciones hay?",SELECT * FROM expedientes WHERE contract_folder_status = 'Anuncio Previo' AND total_amount > 959000;,expedientes,"{'estado': 'Anuncio Previo', 'cuantia': 959000}",estado_cuantia_superior
12055,Lista todos los contratos en evaluación que superen 490000€.,SELECT * FROM expedientes WHERE contract_folder_status = 'En evaluación' AND total_amount > 490000;,expedientes,"{'estado': 'En evaluación', 'cuantia': 490000}",estado_cuantia_superior
12174,Quiero ver todas las licitaciones que permanezcan en anuncio previo y tengan importes superiores a 459000€.,SELECT * FROM expedientes WHERE contract_folder_status = 'Anuncio Previo' AND total_amount > 459000;,expedientes,"{'estado': 'Anuncio Previo', 'cuantia': 459000}",estado_cuantia_superior
